client_name,invoice_number,invoice_date,due_date,item_description,item_quantity,item_total_price,tax,discount,total,payment_due_date,bank_name,account_number,payment_method
"Sanders, Terry and Johnston",12579622,03/09/2013,,Custom Build Dell Optiplex 5040 MT i7-6700 3.40GHz Desktop Computer PC,"5,00","1,952,45","382,49",,"4,207,37",,,GB90FZDI38695573781083,
"Sanders, Terry and Johnston",12579622,03/09/2013,,"Dell Desktop ComputerIIntel Core 2 Duo 8GB 1TB HD [Windows 10 PC 22"" LCD Wifi","3,00","230,84","382,49",,"4,207,37",,,GB90FZDI38695573781083,
Miller-Terry,75073339,04/24/2013,,"15""x15"" White Marble Chess","2,00","320,00","1,791,80",,"19,709,80",,,GB87GGC/46341290330039,
Miller-Terry,75073339,04/24/2013,,Top Table Carnelian Inlay Art Black Friday Gift Deco Luxurious Pattern Stone Dinning Table,"4,00","15,364,80","1,791,80",,"19,709,80",,,GB87GGC/46341290330039,
Miller-Terry,75073339,04/24/2013,,Table Top Marble Conference Table Table Size 48 Inches Nugget Play Couch - Dew Drop,"5,00","3,025,00","1,791,80",,"19,709,80",,,GB87GGC/46341290330039,
Grant PLC,16253735,09/28/2014,,Sony PlayStation 3 PS3 CECH-2501A Slim 150GB Black Console TESTED,"5,00","659,94","564,99",,"6,214,89",,,GB35Z5KH89271359206120,
Grant PLC,16253735,09/28/2014,,"Sony PlayStation 5 Console ""DIGITAL EDITION"" Presale","5,00","5,224,95","564,99",,"6,214,89",,,GB35Z5KH89271359206120,
Grant PLC,16253735,09/28/2014,,Sony PlayStation 4 Slim 1TB (Upgraded to SSD) Black Game Console,"2,00","330,00","564,99",,"6,214,89",,,GB35Z5KH89271359206120,
Hurst LLC,66666492,12/05/2017,,DC Kids Turbo Skate Shoe (Little Kid/Big Kid) Color WHITE/ROYAL,"3,00","181,50","24,93",,"274,18",,,GB67LXOM92167622804457,
Hurst LLC,66666492,12/05/2017,,jordan 3 white cement size 13.5 kids youth boys,"3,00","69,30","24,93",,"274,18",,,GB67LXOM92167622804457,
Hurst LLC,66666492,12/05/2017,,Star Wars Childs Slippers - NWT,"5,00","12,37","24,93",,"274,18",,,GB67LXOM92167622804457,
Hurst LLC,66666492,12/05/2017,,Skechers Shoes Kids Size 2,"1,00","11,00","24,93",,"274,18",,,GB67LXOM92167622804457,
"Garcia, Powell and Osborne",64103969,11/28/2015,,Stacy Adams 43373-221 Kids 2M Classic Cognac Oxford,"3,00","81,41","15,40",,"169,37",,,GB695)GC59956928768379,
"Garcia, Powell and Osborne",64103969,11/28/2015,,Lotto Youth Boys Fuerzapura L500 Jr Soccer Cleats Size 2.5 White Blue M6147 2.5Y,"4,00","87,96","15,40",,"169,37",,,GB695)GC59956928768379,
Bullock-Garza,77298183,08/23/2013,,Jams World Hawaiian D Dress Rayon SZ.L,"5,00","357,50","52,32",,"575,49",,,GB505FVC27722292217434,
Bullock-Garza,77298183,08/23/2013,,Vintage 80s All That Jazz Blue Velvet Dress Small/Medium,"3,00","33,00","52,32",,"575,49",,,GB505FVC27722292217434,
Bullock-Garza,77298183,08/23/2013,,SCOTT MCCINTOCK SIZE 12 BLACK PARTY DRESS WITH SPARKLIND TOP,"4,00","110,00","52,32",,"575,49",,,GB505FVC27722292217434,
Bullock-Garza,77298183,08/23/2013,,Cherry Halter Rockabilly Black Summer Dress Size 3/4,"5,00","19,25","52,32",,"575,49",,,GB505FVC27722292217434,
Bullock-Garza,77298183,08/23/2013,,14 Colors Women Spaghetti Strap Bodycon Mini Dress Sexy Party Club Wear Dresses,"1,00","5,18","52,32",,"575,49",,,GB505FVC27722292217434,
Bullock-Garza,77298183,08/23/2013,,"Women's black cocktail dress, size 4","2,00","43,98","52,32",,"575,49",,,GB505FVC27722292217434,
Bullock-Garza,77298183,08/23/2013,,NEW NWT OPEN BACK XHILERATION PLUM LACY DRESS WOMENS SIZE MEDIUM 10/12,"2,00","6,58","52,32",,"575,49",,,GB505FVC27722292217434,
"Lewis, Morris and Stanley",93697303,03/20/2014,,Moonshine Still 8Gal/30L Water Alcohol Distiller Home Brew Wine Making Kit 3 Pot,"5,00","494,95","69,86",,"768,51",,,GB22ERRV93825779095041,
"Lewis, Morris and Stanley",93697303,03/20/2014,,1Pc Wine Glass Holder Beautiful Goblet Storage Cup Draining Rack (Black),"4,00","76,78","69,86",,"768,51",,,GB22ERRV93825779095041,
"Lewis, Morris and Stanley",93697303,03/20/2014,,Wine Bottle Holder From Costa Rica Has A Parrot Painted On It,"5,00","27,50","69,86",,"768,51",,,GB22ERRV93825779095041,
"Lewis, Morris and Stanley",93697303,03/20/2014,,Wine Glass Holder Shelf Japanese Style Bar Iron Under Cabinet Stemware Rack,"2,00","33,42","69,86",,"768,51",,,GB22ERRV93825779095041,
"Lewis, Morris and Stanley",93697303,03/20/2014,,Hanging Wine Cup Rack Goblet Inverted Holder Stemware Display Shelf Drainer,"4,00","118,27","69,86",,"768,51",,,GB22ERRV93825779095041,
"Lewis, Morris and Stanley",93697303,03/20/2014,,Libbey Snowflake Wine Dessert Glass/Tumbler Set of 8.,"1,00","17,60","69,86",,"768,51",,,GB22ERRV93825779095041,
Allen-Beard,44273790,07/02/2013,,Beige Color Hand Knotted 2'x4' Afghan Kilim Rug Carpet Traditional Ghazni Floral,"2,00","374,00","34,00",,"374,00",,,GB85MWH/54937431340001,
Werner-Castillo,36279024,08/18/2014,,Oomphies Boys Ankle Boots Shoes Gray Green Kids Size 2 EUC,"3,00","39,57","114,11",,"255,17",,,GB83KADG62149078164489,
Werner-Castillo,36279024,08/18/2014,,Adult Girl Version Hermione Granger Cosplay Costume Gryffindor Kid size In Stock,"5,00","352,88","114,11",,"255,17",,,GB83KADG62149078164489,
Werner-Castillo,36279024,08/18/2014,,Boys water/beach/pool black orange and blue hook and loop size 13-1 shoes,"5,00","6,49","114,11",,"255,17",,,GB83KADG62149078164489,
Werner-Castillo,36279024,08/18/2014,,"INC International Concepts Children Shoes nvyzc7, Black, Size Little Kid 2.5","3,00","242,48","114,11",,"255,17",,,GB83KADG62149078164489,
Werner-Castillo,36279024,08/18/2014,,Nautica Kids Boys Navy & Red with White Rubber Sole Running Sneakers Shoes US 10,"1,00","550,00","114,11",,"255,17",,,GB83KADG62149078164489,
Werner-Castillo,36279024,08/18/2014,,Beyblade Burst B-163 Superking Brave Valkyrie.Ev'' 2A Top /Launcher /Grip Kid Toy,"5,00","63,75","114,11",,"255,17",,,GB83KADG62149078164489,
Sanders-Evans,11844533,01/28/2013,,"Set Of 2 Etched ""Hers"" and ""Hers Too"" Wine Glasses","2,00","8,80","21,65",,"238,11",,,GB68LCUL55658311496514,
Sanders-Evans,11844533,01/28/2013,,"FASHIONCRAFT 'Love Is A Voyage' Wine Bottle Topper Silvertoned 3 1/2""","5,00","54,95","21,65",,"238,11",,,GB68LCUL55658311496514,
Sanders-Evans,11844533,01/28/2013,,"Threshold Quality Strafford Champagne Glasses Set of 4, New in Box, Wine Flutes","4,00","109,96","21,65",,"238,11",,,GB68LCUL55658311496514,
Sanders-Evans,11844533,01/28/2013,,Wine Opener Accessories Gift Tools Set with Waiters Corkscrew Opener 5 Piece,"5,00","64,41","21,65",,"238,11",,,GB68LCUL55658311496514,
Michelleland,11442355,01/31/2017,,Walleye wisdom,"2,00","9,88","0,90",,"9,88",,,GB86YY0)78852523042724,
Lowery-Pham,72759914,05/22/2014,,1/2/3/4 Seater L Sofa Couch Slipcover Furniture Protector Stretch Sofa Covers,"3,00","26,37","6,055,86",,"66,614,44",,,GB32GPIK29044584874558,
Lowery-Pham,72759914,05/22/2014,,16 Inches Marble Corner Table,"5,00","309,00","6,055,86",,"66,614,44",,,GB32GPIK29044584874558,
Lowery-Pham,72759914,05/22/2014,,7'x4'' Blue Random Marble Dining Hallway Table Top Lapis Lazuli Inlay Decor E947A,"5,00","1,067,50","6,055,86",,"66,614,44",,,GB32GPIK29044584874558,
Lowery-Pham,72759914,05/22/2014,,18'' Marble White Top Chess Table Handmade Collectible Black Friday Gift Décor,"2,00","234,20","6,055,86",,"66,614,44",,,GB32GPIK29044584874558,
Lowery-Pham,72759914,05/22/2014,,5'x2'' Marble White Center Table Top With 18'' Tall Stand Pauashell Inlay Art Deco,"4,00","17,111,12","6,055,86",,"66,614,44",,,GB32GPIK29044584874558,
Lowery-Pham,72759914,05/22/2014,,21 Inches Round Marble Patio Table Top with Unique Pattern Coffee Table for Home,"4,00","866,26","6,055,86",,"66,614,44",,,GB32GPIK29044584874558,
"Arnold, Holder and Armstrong",78526775,03/25/2017,,Moonshine Still Alcohol Whisky,"2,00","497,18","74,23",,"816,49",,,GB11TIVK72882228527145,
"Arnold, Holder and Armstrong",78526775,03/25/2017,,Wine Oil Alembic Still Brewing Home Distiller Kit,"4,00","122,98","74,23",,"816,49",,,GB11TIVK72882228527145,
"Arnold, Holder and Armstrong",78526775,03/25/2017,,CYLINDER GLASS PAROT for 100ml WHISKEY WINE BEER FORCES OF ALCOHOL HOOCH,"4,00","154,00","74,23",,"816,49",,,GB11TIVK72882228527145,
"Arnold, Holder and Armstrong",78526775,03/25/2017,,PERSONALIZED WINE CELLAR BOTTLE OPENER / CORKSCREW a JOHN - FRIDGE MAGNET,"1,00","8,79","74,23",,"816,49",,,GB11TIVK72882228527145,
"Arnold, Holder and Armstrong",78526775,03/25/2017,,PERSONALIZED WINE CELLAR BOTTLE OPENER/CORKSCREW a Kelly a FRIDGE MAGNET,"1,00","8,79","74,23",,"816,49",,,GB11TIVK72882228527145,
"Arnold, Holder and Armstrong",78526775,03/25/2017,,Leed's Wine Companion Bottle Corkscrew Opener Gift Box Set with Foil Cutter,"3,00","24,75","74,23",,"816,49",,,GB11TIVK72882228527145,
Jacobs PLC,93662534,01/11/2014,,6) Vintage Leaf Etched Straight Sided Wine Glasses. Set of 6 Unknown Maker,"2,00","143,00","35,60",,"391,59",,,GB14HVMV95136073185420,
Jacobs PLC,93662534,01/11/2014,,Moonshine Still Alcohol Whisky Wine Oil Alembic Still Brewing Home Distiller Kit,"1,00","248,59","35,60",,"391,59",,,GB14HVMV95136073185420,
Campbell PLC,82200633,04/05/2019,,"Video Classic Game Console 2GB 1094 Games 3"" HD Screen FC3000 Handheld Black","3,00","85,77","49,80",,"547,76",,,GB20UL/-49710006620660,
Campbell PLC,82200633,04/05/2019,,Nintendo 2DS Super Mario Maker Edition Console Complete EXCELLENT CONDITION,"1,00","142,99","49,80",,"547,76",,,GB20UL/-49710006620660,
Campbell PLC,82200633,04/05/2019,,Nintendo Gameboy Pocket Console Green with Box MGB-001 Japan Tested Working,"2,00","143,00","49,80",,"547,76",,,GB20UL/-49710006620660,
Campbell PLC,82200633,04/05/2019,,Hyperkin RetroN 3 HD Console for NES SNES Super Famicom Genesis/Mega Drive Black,"4,00","176,00","49,80",,"547,76",,,GB20UL/-49710006620660,
"Garrett, Vincent and Glass",80937887,04/27/2017,,27 Inches Black Marble Coffee Table Top with Marquetry Art,"5,00","596,25","1,321,00",,"14,531,03",,,GBO6RZRP25621088726804,
"Garrett, Vincent and Glass",80937887,04/27/2017,,"50""x30"" White Coffee Top Table Lapis Pietradura Inlay Handmade Veterans Day Gift","4,00","980,00","1,321,00",,"14,531,03",,,GBO6RZRP25621088726804,
"Garrett, Vincent and Glass",80937887,04/27/2017,,"12"" Marble Coffee Side Table Top Lapis Peacock Floral Inlay Bedroom Decors W019","1,00","248,78","1,321,00",,"14,531,03",,,GBO6RZRP25621088726804,
Stout-Miller,23152691,08/01/2015,,personal computer,"4,00","259,60","434,88",,"4,783,70",,,GB71ALPL38952311779111,
Stout-Miller,23152691,08/01/2015,,"HP All-in-One Computer 22"" Full-HD Display Intel 2.90GHz 4GB 1TB HD Win10 TEAL","1,00","494,99","434,88",,"4,783,70",,,GB71ALPL38952311779111,
Stout-Miller,23152691,08/01/2015,,Dell Optiplex SFF Desktop Computer Windows 10 4GB 160GB,"4,00","395,96","434,88",,"4,783,70",,,GB71ALPL38952311779111,
Stout-Miller,23152691,08/01/2015,,HP Elite 8300 Business USFF Desktop Computer i3 4GB 250GB Windows 10,"2,00","186,98","434,88",,"4,783,70",,,GB71ALPL38952311779111,
Stout-Miller,23152691,08/01/2015,,SAMA RGB Gaming PC Desktop Computer i5 3.7GHz Nvidia GTX 1060 16GB Windows 10,"5,00","2,200,00","434,88",,"4,783,70",,,GB71ALPL38952311779111,
Stout-Miller,23152691,08/01/2015,,Lenovo C20-00...all in one desktop computer ...with Wireless Mouse.....,"3,00","916,21","434,88",,"4,783,70",,,GB71ALPL38952311779111,
Stout-Miller,23152691,08/01/2015,,Dell Optiplex 7040 SFF PC Computer Intel Core i5-6500 3.2GHz 4GB RAM 500GB HDD,"3,00","329,97","434,88",,"4,783,70",,,GB71ALPL38952311779111,
Anderson-Bonilla,73381889,12/10/2016,,Sasinowski M-Legacy Of Ra BOOK NEW,"5,00","106,70","20,20",,"222,18",,,GB97QVXC48069895367012,
Anderson-Bonilla,73381889,12/10/2016,,BEVERLY HILLBILLIES 1993 TV Show BOOK 1st Edition AUTOGRAPHED Signed STEPHEN COX,"3,00","82,47","20,20",,"222,18",,,GB97QVXC48069895367012,
Anderson-Bonilla,73381889,12/10/2016,,Catechism of the Catholic Church,"3,00","16,14","20,20",,"222,18",,,GB97QVXC48069895367012,
Anderson-Bonilla,73381889,12/10/2016,,A Woman of Substance,"2,00","10,76","20,20",,"222,18",,,GB97QVXC48069895367012,
Anderson-Bonilla,73381889,12/10/2016,,My Passion for Design by Barbra Streisand,"1,00","6,12","20,20",,"222,18",,,GB97QVXC48069895367012,
Martin and Sons,33784215,03/24/2018,,Adult Kids Pokemon Pikachu Kigurumi Pajama Cosplay Christmas Costume Sleepwear,"4,00","43,78","5,68",,"62,46",,,GB80GQQM83063676172071,
Martin and Sons,33784215,03/24/2018,,Cherry Halter Rockabilly Black Summer Dress Size 3/4,"2,00","7,70","5,68",,"62,46",,,GB80GQQM83063676172071,
Martin and Sons,33784215,03/24/2018,,Lumiere Large Multicolored Orange Short Dress NWT,"1,00","5,49","5,68",,"62,46",,,GB80GQQM83063676172071,
Martin and Sons,33784215,03/24/2018,,NWT Boohoo Sabra Emerald Green Floral Ruffle Dress Sz 12,"1,00","5,49","5,68",,"62,46",,,GB80GQQM83063676172071,
Hunt-Hernandez,18309452,03/01/2016,,"12"" White Marble Coffee Table Top Marquetry Multi Inlay Beautiful Room Home Arts","2,00","877,27","770,06",,"8,470,63",,,GB45KTUQ07089922365254,
Hunt-Hernandez,18309452,03/01/2016,,"38"" Marble Top Round Dining Table Inlay Pietra Dura Stone Garden Furniture B355","3,00","4,743,75","770,06",,"8,470,63",,,GB45KTUQ07089922365254,
Hunt-Hernandez,18309452,03/01/2016,,21 Inches Round Marble Patio Table Top with Unique Pattern Coffee Table for Home,"1,00","466,56","770,06",,"8,470,63",,,GB45KTUQ07089922365254,
Hunt-Hernandez,18309452,03/01/2016,,"15""x15"" White Marble Coffee Custom Table Pauashell Pietradura Inlay Floral Décor","2,00","1,507,00","770,06",,"8,470,63",,,GB45KTUQ07089922365254,
Hunt-Hernandez,18309452,03/01/2016,,"2 Industrial Live edge Legs 16"" Tall Cast Aluminum Cast Iron Coffee Table Bench","5,00","876,04","770,06",,"8,470,63",,,GB45KTUQ07089922365254,
Davis-Jackson,49166171,02/21/2021,,Astronomy: A Visual Guide,"5,00","27,61","4,31",,"47,37",,,GB64WQXZ66580327062077,
Davis-Jackson,49166171,02/21/2021,,The Epic of Gilgamesh,"4,00","19,76","4,31",,"47,37",,,GB64WQXZ66580327062077,
Hunt Group,17345626,09/26/2012,,Sony PlayStation 5 Console White Disc Version - CONFIRMED PRE ORDER PS5,"3,00","649,97","388,08",,"4268,89",,,GB47MPAK45650232547972,
Hunt Group,17345626,09/26/2012,,Sony PlayStation 3 150GB Charcoal Black Console (Used),"5,00","769,95","388,08",,"4268,89",,,GB47MPAK45650232547972,
Hunt Group,17345626,09/26/2012,,Nintendo Wii Console Mario Kart Controller Wii Fit 2 Board Remotes Game BUNDLE,"2,00","439,93","388,08",,"4268,89",,,GB47MPAK45650232547972,
Hunt Group,17345626,09/26/2012,,Playstation 2 Slim console white SCPH-90000 boxed Japan PS2 System,"4,00","875,60","388,08",,"4268,89",,,GB47MPAK45650232547972,
Hunt Group,17345626,09/26/2012,,Sony PlayStation 2 Console - Black (SCPH-39001) w/ 2 Controllers and 5 Games,"5,00","439,95","388,08",,"4268,89",,,GB47MPAK45650232547972,
Hunt Group,17345626,09/26/2012,,Working Super Nintendo SNES Original System Console w/ Mario World!,"1,00","93,50","388,08",,"4268,89",,,GB47MPAK45650232547972,
Perez PLC,79426901,02/09/2015,,AMD Custom Built Quad Core Ryzen 5 Gaming PC Computer 8GB DDR4 Vega 11 SSD,"5,00","299,95","739,46",,"8,134,09",,,GB30TPHC72501170235860,
Perez PLC,79426901,02/09/2015,,Custom Build Dell Desktop Computer i5 - 16GB 2TB - SSD Windows 10 PC WiFi DVD,"5,00","544,50","739,46",,"8,134,09",,,GB30TPHC72501170235860,
Perez PLC,79426901,02/09/2015,,Dell Desktop Computer Intel Core i5 Windows 10 pro 64 250gb 3.1ghz 4gb Ram,"4,00","1,057,06","739,46",,"8,134,09",,,GB30TPHC72501170235860,
Perez PLC,79426901,02/09/2015,,Dell OptiPlex 390 SFF Computer Windows 7 Pro i3 3.10GHz 4GB RAM 232GB HDD,"5,00","329,73","739,46",,"8,134,09",,,GB30TPHC72501170235860,
Perez PLC,79426901,02/09/2015,,CLEARANCE! Fast Dell Desktop Computer PC DUAL CORE WINDOWS 10 4/8/16GB RAM,"1,00","229,90","739,46",,"8,134,09",,,GB30TPHC72501170235860,
Perez PLC,79426901,02/09/2015,,"Gaming PC Desktop Computer Intel i7 RGB, GTX 1660, 16GB RAM, 2TB HDD, 480GB SSD","3,00","2,672,97","739,46",,"8,134,09",,,GB30TPHC72501170235860,
Sanchez Ltd,71433151,12/16/2020,,YILONG 4'x6'' Golden Handmade Carpet Antique Hand Knotted Silk Area Rugs 087B,"2,00","920,00","726,03",,"7,986,35",,,GB35CWHI249624962827196133,
Sanchez Ltd,71433151,12/16/2020,,Happy Christmas Home Decoration Rug Mat Carpet Bedroom Rugs Bedside Area Rug New,"1,00","66,35","726,03",,"7,986,35",,,GB35CWHI249624962827196133,
Adams-Johnson,64770456,10/13/2011,,European Colour Sunflower Pattern Mats Hallway Carpets Doormat Bedroom Area Rugs,"4,00","60,10","213,55",,"2,349,03",,,GB11WTOP88031017604276,
Adams-Johnson,64770456,10/13/2011,,Floral Style Vintage 5X7 Handmade Bidjar Foyer Rug Oriental Home Decor Carpet,"2,00","1,957,16","213,55",,"2,349,03",,,GB11WTOP88031017604276,
Adams-Johnson,64770456,10/13/2011,,Happy Christmas Home Decoration Rug Mat Carpet Bedroom Rugs Bedside Area Rug New,"5,00","331,76","213,55",,"2,349,03",,,GB11WTOP88031017604276,
Dawson Inc,87519797,05/13/2013,,R&M; RICHARDS WOMAN'S BLUE PRINT LONG DRESS WITH SHRUG JACKET SIZE 18W NWT,"2,00","65,98","37,32",,"410,56",,,GB12CKKK30959765216841,
Dawson Inc,87519797,05/13/2013,,Women Dress Gradient Color Long Sleeve Sexy Club Bodycon Mini Dresses Casual,"4,00","33,40","37,32",,"410,56",,,GB12CKKK30959765216841,
Dawson Inc,87519797,05/13/2013,,J.Crew Collection Black & White sweater Dress SZ S,"3,00","99,00","37,32",,"410,56",,,GB12CKKK30959765216841,
Dawson Inc,87519797,05/13/2013,,PAS DE CALAIS DRESS WOMENS SIZE 36,"2,00","21,89","37,32",,"410,56",,,GB12CKKK30959765216841,
Dawson Inc,87519797,05/13/2013,,miley cyrus Bubble Dress,"3,00","52,80","37,32",,"410,56",,,GB12CKKK30959765216841,
Dawson Inc,87519797,05/13/2013,,StellaLuxe One Shoulder Lace Dress,"5,00","137,50","37,32",,"410,56",,,GB12CKKK30959765216841,
New Amandabury,31470773,03/05/2012,,"Super Nintendo SNES System
Console Controller & Cables - SNS-001 + 3 Games","1,00","114,39","50,90",,"559,89",,,GB13YBYG40840840408130868,
New Amandabury,31470773,03/05/2012,,"Nintendo Switch Lite Gray
CONSOLE ONLY No Accessories or Charger [B5-2]","3,00","445,50","50,90",,"559,89",,,GB13YBYG40840840408130868,
"Roberts, Levine and Chavez",18320628,10/08/2013,,"Nintendo 64 Console W/ Oem Controller Ice Blue, Expansion Pack","3,00","396,00","36,00",,"396,00",,,GB95LCBV67475082916172,
"Khan, Moore and Peterson",94588842,06/02/2011,,Nintendo 3DS Handheld Console Purple,"3,00","326,67","102,18",,"1,124,00",,,GB40NYKA72083625000775,
"Khan, Moore and Peterson",94588842,06/02/2011,,Sony PlayStation 3 PS3 Super Slim Black Console 20 GB *Tested* Console & Cables,"2,00","219,89","102,18",,"1,124,00",,,GB40NYKA72083625000775,
"Khan, Moore and Peterson",94588842,06/02/2011,,Nintendo Wii Console Complete Bundle w/extras tested,"5,00","577,44","102,18",,"1,124,00",,,GB40NYKA72083625000775,
Johnson-Simmons,84440315,08/21/2018,,Intel NUC MINI PC i7-6770HQ 2.60GHz 16GB RAM 120GB SSD NUC617KYB NUC617KYK W10P,"3,00","319,97","216,27",,"2,378,99",,,GB31UDFK25943142322973,
Johnson-Simmons,84440315,08/21/2018,,Dell OptiPlex 390 SFF Computer Windows 7 Pro i3 3.10GHz 4GB RAM 232GB HDD,"3,00","197,84","216,27",,"2,378,99",,,GB31UDFK25943142322973,
Johnson-Simmons,84440315,08/21/2018,,HP Pro 3500 Microtower Desktop Computer 3.4GHz i3 4GB 500GB Windows 10 Pro,"2,00","164,98","216,27",,"2,378,99",,,GB31UDFK25943142322973,
Johnson-Simmons,84440315,08/21/2018,,HP Compaq 6200 Pro SFF Desktop Computer Pentium Windows 10 System 500GB 1TB,"2,00","250,71","216,27",,"2,378,99",,,GB31UDFK25943142322973,
Johnson-Simmons,84440315,08/21/2018,,"Dell OptiPlex 7060 SFF Computer, 8th Gen Core i5, 8GB DDR4, New 240GB SSD, DVD","2,00","445,50","216,27",,"2,378,99",,,GB31UDFK25943142322973,
"Davidson, Smith and Gill",15686725,03/11/2021,,"36"" Round Marble Dining Table
Lapis Mosaic Floral Inlay
Furniture Decorates B397","1,00","639,00","8,585,04",,"94,435,43",,,GB50UPCM86772611595760,
"Davidson, Smith and Gill",15686725,03/11/2021,,"12"" Marble Side Coffee Table
Top Lapis Peacock & Floral Inlay
Patio Decors W299","3,00","820,97","8,585,04",,"94,435,43",,,GB50UPCM86772611595760,
"Davidson, Smith and Gill",15686725,03/11/2021,,"6'x3"" Oval Marble White Top
Dining Table Marquetry
Collectible Inlay Decor E349","2,00","15,826,27","8,585,04",,"94,435,43",,,GB50UPCM86772611595760,
"Davidson, Smith and Gill",15686725,03/11/2021,,"52""x52"" Marble Top Coffee Table
Pauashell Inlay Gemstone Art
Cyber Monday Gift","3,00","55,532,40","8,585,04",,"94,435,43",,,GB50UPCM86772611595760,
"Davidson, Smith and Gill",15686725,03/11/2021,,"48"" Marble Round Dining Table
Top Lapis Floral Inlay Arts
Restaurant Decor E1053","1,00","9,138,28","8,585,04",,"94,435,43",,,GB50UPCM86772611595760,
"Davidson, Smith and Gill",15686725,03/11/2021,,"27""x27"" Black Marble Top
Coffee Table Floral Inlay Art
Black Friday Gift Décor","5,00","8,734,00","8,585,04",,"94,435,43",,,GB50UPCM86772611595760,
"Davidson, Smith and Gill",15686725,03/11/2021,,"50""x30"" White Coffee Top Table
Lapis Pietradura Inlay
Handmade Veterans Day Gift","1,00","2,744,50","8,585,04",,"94,435,43",,,GB50UPCM86772611595760,
Pearson Inc,77728243,07/10/2011,,SOFA SET,"3,00","825,00","134,00",,"1,474,00",,,GB040CR086030685217051,
Pearson Inc,77728243,07/10/2011,,"Coffe Table with Chessboard
Handmade Wooden Pine Natural Tables Wood Chess Board","1,00","649,00","134,00",,"1,474,00",,,GB040CR086030685217051,
Shaffer-Craig,65673716,12/24/2017,,"Gaming PC Desktop Computer Intel i7 RGB GTX 1660, 16GB RAM, 2TB HDD, 240GB SSD","4,00","3,431,96","793,38",,"8,727,17",,,GB33DHDN31437695958879,
Shaffer-Craig,65673716,12/24/2017,,Desktop Computer AMD Sempron LE1250 No HDD No OS,"3,00","32,97","793,38",,"8,727,17",,,GB33DHDN31437695958879,
Shaffer-Craig,65673716,12/24/2017,,Nexlink DG41RQ Desktop Computer Windows 10 w/DVD/CD Rom Drive,"2,00","26,29","793,38",,"8,727,17",,,GB33DHDN31437695958879,
Shaffer-Craig,65673716,12/24/2017,,Intel core i7 Geforce GTX1060 Super Game Gamer Master Gaming Desktop Computer PC,"4,00","3,035,96","793,38",,"8,727,17",,,GB33DHDN31437695958879,
Shaffer-Craig,65673716,12/24/2017,,SAMA RGB Gaming PC Desktop Computer i5 3.7GHz Nvidia GTX 1060 16GB Windows 10,"5,00","2,200,00","793,38",,"8,727,17",,,GB33DHDN31437695958879,
WebD-Alexander,76937754,07/22/2020,,Sony PlayStation 5 Digital Edition 825GB Video Game Console - White,"5,00","550,00","275,00",,"3,025,00",,,GB79Y10Z97550144937060,
Macdonald-Hampton,49464905,07/21/2012,,"Gaming PC Desktop Computer
i5 8GB 120GB SSD+1TB Win10
WIFI +Keyboard","5,00","928,84","422,85",,"4,651,38",,,GB85ERDG65292515798989,
Macdonald-Hampton,49464905,07/21/2012,,"Gaming PC Desktop Computer
RGB Intel i7, RTX 2060, 16GB
RAM, 240GB SSD, 2TB HDD","3,00","2,982,54","422,85",,"4,651,38",,,GB85ERDG65292515798989,
Macdonald-Hampton,49464905,07/21/2012,,"HP Desktop Computer 400 G1
Core i3 3.4GHz 8GB 256GB SSD
19"" LCD Windows 10 PC","3,00","461,83","422,85",,"4,651,38",,,GB85ERDG65292515798989,
Macdonald-Hampton,49464905,07/21/2012,,"HP Computer 8300 Elite USDT,
13-322003.3GHz, 8GB RAM, NO
HDD, Windows 7/10 COA","1,00","69,30","422,85",,"4,651,38",,,GB85ERDG65292515798989,
Macdonald-Hampton,49464905,07/21/2012,,"Gaming PC Desktop Computer
i5 8GB 120GB SSD+2TB
HD8570 Win10 WIFI","1,00","208,87","422,85",,"4,651,38",,,GB85ERDG65292515798989,
Rivers-Willams,27344877,07/15/2019,,50L/70L Moonshine Still Home Alcohol Oil Distiller Wine Making Water Brew Kit,"1,00","356,76","43,67",,"480,36",,,GB27HHRH57259299506825,
Rivers-Willams,27344877,07/15/2019,,Electric wine opener Automatic bottle opener Red wine Corkscrew,"4,00","110,40","43,67",,"480,36",,,GB27HHRH57259299506825,
Rivers-Willams,27344877,07/15/2019,,Rabbit Wine Bottle Opener Corkscrew Set With Foil Cutter,"1,00","13,20","43,67",,"480,36",,,GB27HHRH57259299506825,
"Gregory, Whitney and Smith",60038342,01/02/2018,,"SONY Playstation2 Console SCPH-50000 ""Peal Color""/ TESTED 11177","1,00","66,00","133,97",,"1,473,67",,,GB81XLVV82999811472514,
"Gregory, Whitney and Smith",60038342,01/02/2018,,Nintendo Wii Console Complete Bundle w/extras tested,"5,00","577,44","133,97",,"1,473,67",,,GB81XLVV82999811472514,
"Gregory, Whitney and Smith",60038342,01/02/2018,,Working Super Nintendo SNES Original System Console w/ Mario World!,"3,00","280,50","133,97",,"1,473,67",,,GB81XLVV82999811472514,
"Gregory, Whitney and Smith",60038342,01/02/2018,,Sony PlayStation 3 PS3 Super Slim Black Console 20 GB *Tested* Console & Cables,"5,00","549,73","133,97",,"1,473,67",,,GB81XLVV82999811472514,
Mccall-Walker,69490839,12/17/2016,,Dell Optiplex Desktop Computer 790 Core i7 8GB RAM 1TB HD DVD Windows 10 PC Wifi,"5,00","879,73","79,98",,"879,73",,,GB83GULT21494430839965,
